state,q,repetition,seed,copies,method,pair_observables,rmse,mae,mean_bias,maximum_absolute_error,mean_exact_expectation,mean_estimate
null_q035,0.35,4,550005,64,local_pauli_shadow,100,0.4105053571395463,0.3186766056,-0.005597299999999934,1.01092688,0.7227848,0.7171875
null_q035,0.35,4,550005,128,native_all_z,100,0.05441261023665746,0.045682145599999995,0.0015902000000000505,0.12785728000000007,0.7227848,0.724375
null_q035,0.35,4,550005,128,local_pauli_shadow,100,0.25364534255768206,0.2120051286,0.021824575000000054,0.51873938,0.7227848,0.744609375
null_q035,0.35,4,550005,256,native_all_z,100,0.04650347009515955,0.0380158508,-0.009972299999999948,0.11248937999999997,0.7227848,0.7128125
null_q035,0.35,4,550005,256,local_pauli_shadow,100,0.17569475652490182,0.14382049810000003,0.03553551250000006,0.39532312000000003,0.7227848,0.7583203125
null_q035,0.35,4,550005,512,native_all_z,100,0.028080394983936746,0.023318066800000002,-0.0015347999999999495,0.07316978000000007,0.7227848,0.72125
null_q035,0.35,4,550005,512,local_pauli_shadow,100,0.12242423064753725,0.0980914909,-0.00524573749999995,0.32538000499999997,0.7227848,0.7175390625
null_q035,0.35,4,550005,1024,native_all_z,100,0.022495319279466772,0.018228834999999992,-0.0040347999999999495,0.05584875499999997,0.7227848,0.71875
null_q035,0.35,4,550005,1024,local_pauli_shadow,100,0.08394724694044278,0.06345700599999998,-0.021769174999999946,0.22870031749999997,0.7227848,0.701015625
null_q035,0.35,4,550005,2048,native_all_z,100,0.016167213589449135,0.013279004300000001,0.0012777000000000504,0.04289634250000007,0.7227848,0.7240625
null_q035,0.35,4,550005,2048,local_pauli_shadow,100,0.07072001557312216,0.05690455606250001,-0.00581702656249995,0.18914953624999997,0.7227848,0.7169677734375
null_q035,0.35,4,550005,4096,native_all_z,100,0.009853252120562067,0.007947105275,-0.00046058124999994956,0.024341655000000073,0.7227848,0.72232421875
null_q035,0.35,4,550005,4096,local_pauli_shadow,100,0.04758944659628519,0.03706048339375,-0.0034659523437499495,0.15179602062499997,0.7227848,0.71931884765625
null_q035,0.35,5,550006,64,native_all_z,100,0.0841014915311637,0.0643644768,0.012215200000000053,0.24714271999999993,0.7227848,0.735
null_q035,0.35,5,550006,64,local_pauli_shadow,100,0.3517592873013681,0.2753696456,0.0844027000000001,0.9716072800000001,0.7227848,0.8071875
null_q035,0.35,5,550006,128,native_all_z,100,0.05971357772957839,0.0472302816,0.00627770000000005,0.16717687999999997,0.7227848,0.7290625
