regime,stream,alarm,alarm_time,delay,max_e_value
change,161,True,83.0,33.0,1.5123472458454642e+16
change,162,True,79.0,29.0,1.4548073111330655e+18
change,163,True,78.0,28.0,1.3471727250055357e+17
change,164,True,75.0,25.0,3.562837253800308e+16
change,165,True,79.0,29.0,2246093739247899.5
change,166,True,77.0,27.0,1.3622062050208878e+17
change,167,True,82.0,32.0,8365493228487663.0
change,168,True,72.0,22.0,2.1770771549580768e+17
change,169,True,87.0,37.0,966684221456196.4
change,170,True,74.0,24.0,7.854702184026689e+19
change,171,True,82.0,32.0,4.4974394127864536e+16
change,172,True,75.0,25.0,9957695984204140.0
change,173,True,80.0,30.0,8.92043433466026e+16
change,174,True,80.0,30.0,1.0471706409166382e+16
change,175,True,62.0,12.0,1.2225485765004532e+19
change,176,True,77.0,27.0,4.27148325570916e+16
change,177,True,78.0,28.0,8.781526967179846e+16
change,178,True,78.0,28.0,1.2301893460683435e+17
change,179,True,79.0,29.0,3.979955839140649e+17
change,180,True,86.0,36.0,262243913741467.16
change,181,True,69.0,19.0,2.0320673660819878e+19
change,182,True,68.0,18.0,1.231309152738163e+16
change,183,True,81.0,31.0,9096530956297322.0
change,184,True,84.0,34.0,9581842675527808.0
change,185,True,79.0,29.0,2.7196464489577424e+17
change,186,True,84.0,34.0,8514506901430847.0
change,187,True,81.0,31.0,8.474833275050557e+17
change,188,True,78.0,28.0,4500230400547214.5
change,189,True,73.0,23.0,981802300849161.9
change,190,True,86.0,36.0,562077417911670.6
change,191,True,85.0,35.0,8.003458632266962e+16
change,192,True,78.0,28.0,5.590293953248355e+17
change,193,True,74.0,24.0,6.051064401911384e+17
change,194,True,76.0,26.0,2.6438560184111437e+18
change,195,True,79.0,29.0,3.066426160121027e+19
change,196,True,80.0,30.0,8151658334869047.0
change,197,True,77.0,27.0,79323835302091.47
change,198,True,81.0,31.0,4460568563169157.0
change,199,True,81.0,31.0,1185825901721834.2
